0.01,0,0.0002
0.02,0,0.0008
0.03,0,0.0018
0.04,0,0.0032
0.05,0,0.005
0.06,0,0.0072
0.07,0,0.0098
0.08,0,0.0128
0.09,0,0.0162
0.1,0,0.02
0.11,0,0.0242
0.12,0,0.0288
0.13,0,0.0338
0.14,0,0.0392
0.15,0,0.045
0.16,0,0.0512
0.17,0,0.0578
0.18,0,0.0648
0.19,0,0.0722
0.2,0,0.08
0.21,0,0.0882
0.22,0,0.0968
0.23,0,0.1058
0.24,0,0.1152
0.25,0,0.125
0.26,0,0.1352
0.27,0,0.1458
0.28,0,0.1568
0.29,0,0.1682
0.3,0,0.18
0.31,0,0.1922
0.32,0,0.2048
0.33,0,0.2178
0.34,0,0.2312
0.35,0,0.245
0.36,0,0.2592
0.37,0,0.2738
0.38,0,0.2888
0.39,0,0.3042
0.4,0,0.32
0.41,0,0.3362
0.42,0,0.3528
0.43,0,0.3698
0.44,0,0.3872
0.45,0,0.405
0.46,0,0.4232
0.47,0,0.4418
0.48,0,0.4608
0.49,0,0.4802
0.5,0,0.5
0.51,0,0.5202
0.52,0,0.5408
0.53,0,0.5618
0.54,0,0.5832
0.55,0,0.605
0.56,0,0.6272
0.57,0,0.6498
0.58,0,0.6728
0.59,0,0.6962
0.6,0,0.72
0.61,0,0.7442
0.62,0,0.7688
0.63,0,0.7938
0.64,0,0.8192
0.65,0,0.845
0.66,0,0.8712
0.67,0,0.8978
0.68,0,0.9248
0.69,0,0.9522
0.7,0,0.98
0.71,0,1.0082
0.72,0,1.0368
0.73,0,1.0658
0.74,0,1.0952
0.75,0,1.125
0.76,0,1.1552
0.77,0,1.1858
0.78,0,1.2168
0.79,0,1.2482
0.8,0,1.28
0.81,0,1.3122
0.82,0,1.3448
0.83,0,1.3778
0.84,0,1.4112
0.85,0,1.445
0.86,0,1.4792
0.87,0,1.5138
0.88,0,1.5488
0.89,0,1.5842
0.9,0,1.62
0.91,0,1.6562
0.92,0,1.6928
0.93,0,1.7298
0.94,0,1.7672
0.95,0,1.805
0.96,0,1.8432
0.97,0,1.8818
0.98,0,1.9208
0.99,0,1.9602
1,0,2
0.01,0.01,0.0003
0.02,0.02,0.0012
0.03,0.03,0.0027
0.04,0.04,0.0048
0.05,0.05,0.0075
0.06,0.06,0.0108
0.07,0.07,0.0147
0.08,0.08,0.0192
0.09,0.09,0.0243
0.1,0.1,0.03
0.11,0.11,0.0363
0.12,0.12,0.0432
0.13,0.13,0.0507
0.14,0.14,0.0588
0.15,0.15,0.0675
0.16,0.16,0.0768
0.17,0.17,0.0867
0.18,0.18,0.0972
0.19,0.19,0.1083
0.2,0.2,0.12
0.21,0.21,0.1323
0.22,0.22,0.1452
0.23,0.23,0.1587
0.24,0.24,0.1728
0.25,0.25,0.1875
0.26,0.26,0.2028
0.27,0.27,0.2187
0.28,0.28,0.2352
0.29,0.29,0.2523
0.3,0.3,0.27
0.31,0.31,0.2883
0.32,0.32,0.3072
0.33,0.33,0.3267
0.34,0.34,0.3468
0.35,0.35,0.3675
0.36,0.36,0.3888
0.37,0.37,0.4107
0.38,0.38,0.4332
0.39,0.39,0.4563
0.4,0.4,0.48
0.41,0.41,0.5043
0.42,0.42,0.5292
0.43,0.43,0.5547
0.44,0.44,0.5808
0.45,0.45,0.6075
0.46,0.46,0.6348
0.47,0.47,0.6627
0.48,0.48,0.6912
0.49,0.49,0.7203
0.5,0.5,0.75
0.51,0.51,0.7803
0.52,0.52,0.8112
0.53,0.53,0.8427
0.54,0.54,0.8748
0.55,0.55,0.9075
0.56,0.56,0.9408
0.57,0.57,0.9747
0.58,0.58,1.0092
0.59,0.59,1.0443
0.6,0.6,1.08
0.61,0.61,1.1163
0.62,0.62,1.1532
0.63,0.63,1.1907
0.64,0.64,1.2288
0.65,0.65,1.2675
0.66,0.66,1.3068
0.67,0.67,1.3467
0.68,0.68,1.3872
0.69,0.69,1.4283
0.7,0.7,1.47
0.71,0.71,1.5123
0.72,0.72,1.5552
0.73,0.73,1.5987
0.74,0.74,1.6428
0.75,0.75,1.6875
0.76,0.76,1.7328
0.77,0.77,1.7787
0.78,0.78,1.8252
0.79,0.79,1.8723
0.8,0.8,1.92
0.81,0.81,1.9683
0.82,0.82,2.0172
0.83,0.83,2.0667
0.84,0.84,2.1168
0.85,0.85,2.1675
0.86,0.86,2.2188
0.87,0.87,2.2707
0.88,0.88,2.3232
0.89,0.89,2.3763
0.9,0.9,2.43
0.91,0.91,2.4843
0.92,0.92,2.5392
0.93,0.93,2.5947
0.94,0.94,2.6508
0.95,0.95,2.7075
0.96,0.96,2.7648
0.97,0.97,2.8227
0.98,0.98,2.8812
0.99,0.99,2.9403
1,1,3
0.001,0,0.000002
0.002,0,0.000008
0.003,0,0.000018
0.004,0,0.000032
0.005,0,0.00005
0.006,0,0.000072
0.007,0,0.000098
0.008,0,0.000128
0.009,0,0.000162
0.01,0,0.0002
0.011,0,0.000242
0.012,0,0.000288
0.013,0,0.000338
0.014,0,0.000392
0.015,0,0.00045
0.016,0,0.000512
0.017,0,0.000578
0.018,0,0.000648
0.019,0,0.000722
0.02,0,0.0008
0.021,0,0.000882
0.022,0,0.000968
0.023,0,0.001058
0.024,0,0.001152
0.025,0,0.00125
0.026,0,0.001352
0.027,0,0.001458
0.028,0,0.001568
0.029,0,0.001682
0.03,0,0.0018
0.031,0,0.001922
0.032,0,0.002048
0.033,0,0.002178
0.034,0,0.002312
0.035,0,0.00245
0.036,0,0.002592
0.037,0,0.002738
0.038,0,0.002888
0.039,0,0.003042
0.04,0,0.0032
0.041,0,0.003362
0.042,0,0.003528
0.043,0,0.003698
0.044,0,0.003872
0.045,0,0.00405
0.046,0,0.004232
0.047,0,0.004418
0.048,0,0.004608
