0.386,0.271,0.402598
0.604,0.388,0.963984
0.298,0.484,0.32184
0.843,0.316,1.687686
0.98,0.726,2.63228
0.413,0.616,0.595546
0.851,0.323,1.723275
0.168,0.817,0.193704
0.158,0.545,0.136038
0.319,0.496,0.361746
0.038,0.569,0.02451
0.292,0.988,0.459024
0.76,0.604,1.61424
0.458,0.396,0.600896
0.924,0.83,2.474472
0.481,0.152,0.535834
0.529,0.474,0.810428
0.965,0.402,2.25038
0.315,0.431,0.334215
0.197,0.211,0.119185
0.956,0.348,2.16056
0.932,0.111,1.8407
0.361,0.889,0.581571
0.259,0.274,0.205128
0.601,0.496,1.020498
0.815,0.523,1.754695
0.452,0.506,0.63732
0.586,0.106,0.748908
0.042,0.245,0.013818
0.045,0.061,0.006795
0.832,0.992,2.209792
0.118,0.005,0.028438
0.079,0.727,0.069915
0.81,0.256,1.51956
0.817,0.39,1.653608
0.38,0.399,0.44042
0.4,0.372,0.4688
0.029,0.747,0.023345
0.963,0.046,1.899036
0.535,0.958,1.08498
0.295,0.865,0.429225
0.269,0.567,0.297245
0.554,0.126,0.683636
0.613,0.353,0.967927
0.628,0.83,1.310008
0.327,0.876,0.50031
0.446,0.936,0.815288
0.192,0.931,0.25248
0.042,0.203,0.012054
0.022,0.016,0.00132
0.808,0.597,1.788104
0.348,0.479,0.4089
0.267,0.371,0.241635
0.824,0.081,1.424696
0.76,0.616,1.62336
0.637,0.404,1.068886
0.872,0.256,1.744
0.836,0.911,2.159388
0.843,0.936,2.210346
0.303,0.041,0.196041
0.05,0.57,0.0335
0.618,0.138,0.849132
0.457,0.355,0.579933
0.405,0.875,0.682425
0.391,0.719,0.586891
0.723,0.367,1.310799
0.759,0.191,1.297131
0.179,0.174,0.095228
0.856,0.655,2.026152
0.69,0.957,1.61253
0.671,0.19,1.027972
0.615,0.445,1.030125
0.378,0.721,0.558306
0.978,0.574,2.47434
0.725,0.983,1.763925
0.189,0.599,0.184653
0.534,0.071,0.608226
0.704,0.94,1.652992
0.095,0.602,0.07524
0.403,0.724,0.61659
0.355,0.659,0.485995
0.624,0.26,0.940992
0.454,0.624,0.695528
0.093,0.834,0.09486
0.26,0.226,0.19396
0.636,0.418,1.07484
0.957,0.884,2.677686
0.272,0.279,0.223856
0.716,0.173,1.14918
0.025,0.949,0.024975
0.176,0.05,0.070752
0.14,0.513,0.11102
0.309,0.032,0.20085
0.552,0.435,0.849528
0.931,0.613,2.304225
0.744,0.915,1.787832
0.763,0.393,1.464197
0.821,0.402,1.678124
0.228,0.548,0.228912
0.114,0.949,0.134178
