0.128,0.128,0.049152
0.57,0.57,0.9747
0.783,0.783,1.839267
0.936,0.936,2.628288
0.493,0.493,0.729147
0.75,0.75,1.6875
0.912,0.912,2.495232
0.407,0.407,0.496947
0.85,0.85,2.1675
0.572,0.572,0.981552
0.492,0.492,0.726192
0.262,0.262,0.205932
0.581,0.581,1.012683
0.798,0.798,1.910412
0.27,0.27,0.2187
0.902,0.902,2.440812
0.984,0.984,2.904768
0.114,0.114,0.038988
0.437,0.437,0.572907
0.945,0.945,2.679075
0.519,0.519,0.808083
0.5,0.5,0.75
0.071,0.071,0.015123
0.675,0.675,1.366875
0.392,0.392,0.460992
0.174,0.174,0.090828
0.404,0.404,0.489648
0.072,0.072,0.015552
0.213,0.213,0.136107
0.226,0.226,0.153228
0.252,0.252,0.190512
0.788,0.788,1.862832
0.717,0.717,1.542267
0.155,0.155,0.072075
0.989,0.989,2.934363
0.32,0.32,0.3072
0.167,0.167,0.083667
0.836,0.836,2.096688
0.351,0.351,0.369603
0.762,0.762,1.741932
0.568,0.568,0.967872
0.894,0.894,2.397708
0.229,0.229,0.157323
0.455,0.455,0.621075
0.905,0.905,2.457075
0.169,0.169,0.085683
0.986,0.986,2.916588
0.097,0.097,0.028227
0.283,0.283,0.240267
0.196,0.196,0.115248
0.193,0.193,0.111747
0.118,0.118,0.041772
0.119,0.119,0.042483
0.143,0.143,0.061347
0.853,0.853,2.182827
0.348,0.348,0.363312
0.904,0.904,2.451648
0.74,0.74,1.6428
0.968,0.968,2.811072
0.911,0.911,2.489763
0.052,0.052,0.008112
0.795,0.795,1.896075
0.237,0.237,0.168507
0.616,0.616,1.138368
0.226,0.226,0.153228
0.254,0.254,0.193548
0.19,0.19,0.1083
0.123,0.123,0.045387
0.225,0.225,0.151875
0.747,0.747,1.674027
0.75,0.75,1.6875
0.099,0.099,0.029403
0.533,0.533,0.852267
0.879,0.879,2.317923
0.848,0.848,2.157312
0.185,0.185,0.102675
0.401,0.401,0.482403
0.268,0.268,0.215472
0.766,0.766,1.760268
0.192,0.192,0.110592
0.903,0.903,2.446227
0.252,0.252,0.190512
0.329,0.329,0.324723
0.52,0.52,0.8112
0.955,0.955,2.736075
0.657,0.657,1.294947
0.663,0.663,1.318707
0.291,0.291,0.254043
0.593,0.593,1.054947
0.297,0.297,0.264627
0.204,0.204,0.124848
0.262,0.262,0.205932
0.274,0.274,0.225228
0.437,0.437,0.572907
0.842,0.842,2.126892
0.866,0.866,2.249868
0.68,0.68,1.3872
0.623,0.623,1.164387
0.809,0.809,1.963443
0.083,0.083,0.020667
0.536,0.536,0.861888
0.66,0.66,1.3068
0.191,0.191,0.109443
0.457,0.457,0.626547
0.841,0.841,2.121843
0.959,0.959,2.759043
0.001,0.001,0.000003
0.965,0.965,2.793675
0.173,0.173,0.089787
0.087,0.087,0.022707
0.108,0.108,0.034992
0.603,0.603,1.090827
0.837,0.837,2.101707
0.265,0.265,0.210675
0.107,0.107,0.034347
0.88,0.88,2.3232
0.306,0.306,0.280908
0.101,0.101,0.030603
0.949,0.949,2.701803
0.981,0.981,2.887083
0.944,0.944,2.673408
0.26,0.26,0.2028
0.576,0.576,0.995328
0.195,0.195,0.114075
0.258,0.258,0.199692
0.568,0.568,0.967872
0.549,0.549,0.904203
0.956,0.956,2.741808
0.838,0.838,2.106732
0.367,0.367,0.404067
0.168,0.168,0.084672
0.984,0.984,2.904768
0.443,0.443,0.588747
0.146,0.146,0.063948
0.463,0.463,0.643107
0.253,0.253,0.192027
0.773,0.773,1.792587
0.566,0.566,0.961068
0.318,0.318,0.303372
0.708,0.708,1.503792
0.969,0.969,2.816883
0.009,0.009,0.000243
0.603,0.603,1.090827
0.187,0.187,0.104907
0.989,0.989,2.934363
0.26,0.26,0.2028
0.938,0.938,2.639532
0.31,0.31,0.2883
0.294,0.294,0.259308
0.255,0.255,0.195075
0.259,0.259,0.201243
0.303,0.303,0.275427
0.263,0.263,0.207507
0.567,0.567,0.964467
0.646,0.646,1.251948
0.839,0.839,2.111763
0.265,0.265,0.210675
0.552,0.552,0.914112
0.285,0.285,0.243675
0.761,0.761,1.737363
0.689,0.689,1.424163
0.096,0.096,0.027648
0.793,0.793,1.886547
0.557,0.557,0.930747
0.46,0.46,0.6348
0.415,0.415,0.516675
0.402,0.402,0.484812
0.971,0.971,2.828523
0.494,0.494,0.732108
0.928,0.928,2.583552
0.869,0.869,2.265483
0.684,0.684,1.403568
0.665,0.665,1.326675
0.005,0.005,0.000075
0.806,0.806,1.948908
0.81,0.81,1.9683
0.821,0.821,2.022123
0.254,0.254,0.193548
0.405,0.405,0.492075
0.574,0.574,0.988428
0.993,0.993,2.958147
0.846,0.846,2.147148
0.659,0.659,1.302843
0.379,0.379,0.430923
0.752,0.752,1.696512
0.687,0.687,1.415907
0.889,0.889,2.370963
